Substrate,ECNumber,Organism_ID_sabio,kcat,original_index
L-Arginine,3.5.3.1,9913,1366.667,3786
L-Arginine,6.1.1.19,10029,28,3787
L-Arginine,4.1.1.17,10090,3.5,3788
L-Arginine,3.5.3.1,10116,250,3789
L-Arginine,3.5.3.1,33931,3000,3790
L-Arginine,3.5.3.1,36329,96,3791
L-Arginine,3.5.3.1,39946,490,3792
L-Arginine,4.1.1.19,83558,6.9,3793
L-Arginine,4.1.1.19,85962,0.92,3794
L-Arginine,2.7.3.3,133901,6.74,3795
L-Arginine,3.5.3.6,208964,6.3,3796
L-Arginine,4.1.1.19,216895,20,3797
L-Arginine,1.14.14.47,224308,0.001833333,3798
L-Arginine,4.1.1.19,243232,2.7,3799
L-Arginine,4.1.1.19,273057,2.6,3800
L-Arginine phosphate,2.7.3.3,6850,180,3801
L-Arogenate,1.3.1.78,3702,84.2,3802
L-Arogenate,4.2.1.91,3702,6.1,3803
L-Arogenate,2.6.1.1,4102,6.4,3804
L-Asparagine,3.4.19.5,3702,3.25,3805
L-Asparagine,3.5.1.1,3702,63.5,3806
L-Asparagine,3.4.19.5,3873,0.32,3807
L-Asparagine,1.4.3.2,8613,84.08,3808
L-Asparagine,1.4.3.2,8649,1.79,3809
L-Asparagine,1.4.3.2,8665,38.4,3810
L-Asparagine,1.4.3.2,8717,1.32,3811
L-Asparagine,3.4.19.5,83333,0.28,3812
L-Asparagine,3.5.1.1,83333,24,3813
L-Asparagine,1.14.11.39,100226,4.98,3814
L-Aspartate,2.7.2.4,274,25,3815
L-Aspartate,6.1.1.12,274,2.7,3816
L-Aspartate,2.6.1.1,3702,217,3817
L-Aspartate,2.7.2.4,3702,23.4,3818
L-Aspartate,2.6.1.1,4102,34.6,3819
L-Aspartate,6.3.4.4,4577,3.1,3820
L-Aspartate,1.4.3.2,8613,47.49,3821
L-Aspartate,1.4.3.1,9606,46.66667,3822
L-Aspartate,4.1.1.11,9606,1.3,3823
L-Aspartate,2.1.3.2,10036,156.3,3824
L-Aspartate,6.1.1.12,69014,0.061,3825
L-Aspartate,5.1.1.13,70601,316.6667,3826
L-Aspartate,2.6.1.19,83333,0.016,3827
L-Aspartate,2.7.2.4,83333,13.2,3828
L-Aspartate,4.1.1.11,83333,0.57,3829
L-Aspartate,4.3.1.1,83333,1.023333,3830
L-Aspartate,6.1.1.12,83333,6.8,3831
L-Aspartate,6.3.4.4,83333,1.92,3832
L-Aspartate,1.4.1.21,243274,7.2,3833
L-Aspartate,2.6.1.39,262724,0.046,3834
L-Aspartate,6.1.1.12,300852,0.24,3835
L-Aspartate,2.7.2.4,559292,469.3,3836
L-Aspartate,6.1.1.12,559292,27,3837
L-Aspartate 4-semialdehyde,1.1.1.3,3702,245,3838
L-Aspartate 4-semialdehyde,1.2.1.11,71421,330,3839
L-Aspartate 4-semialdehyde,1.2.1.11,83332,8.49,3840
L-Aspartate 4-semialdehyde,1.2.1.11,83333,680,3841
L-Aspartate 4-semialdehyde,2.7.1.39,83333,2.1,3842
L-Aspartate 4-semialdehyde,4.3.3.7,83333,124,3843
L-Aspartate 4-semialdehyde,4.3.3.7,83334,124,3844
L-Aspartate 4-semialdehyde,4.3.3.7,199310,124,3845
L-Aspartate 4-semialdehyde,1.2.1.11,208964,160,3846
L-Aspartate 4-semialdehyde,1.2.1.11,243277,120,3847
L-Aspartate 4-semialdehyde,1.1.1.3,559292,126,3848
L-Aspartic acid beta-(7-amido-4-methylcoumarin),3.4.11.7,715877,23.1,3849
L-Citrulline,2.1.3.3,226185,89,3850
L-Cystathionine,4.4.1.3,1147,7,3851
L-Cystathionine,4.4.1.1,9606,2.3,3852
L-Cystathionine,4.4.1.13,163164,0.0011,3853
L-Cystathionine,4.4.1.13,243274,9.2,3854
L-Cystathionine,4.4.1.13,335992,1,3855
L-Cystathionine,4.2.1.22,559292,1.03,3856
L-Cysteine,4.4.1.3,1147,0.15,3857
L-Cysteine,1.13.11.20,3702,31,3858
L-Cysteine,1.14.14.43,3702,2.333333,3859
L-Cysteine,1.14.14.45,3702,0.8833333,3860
L-Cysteine,2.5.1.48,3702,30,3861
L-Cysteine,6.3.2.2,3702,0.1133333,3862
L-Cysteine,2.5.1.47,6239,69,3863
L-Cysteine,1.4.3.2,8649,3.04,3864
L-Cysteine,4.2.1.22,9606,4.39,3865
L-Cysteine,4.4.1.1,9606,0.85,3866
L-Cysteine,4.4.1.16,10090,0.0058,3867
L-Cysteine,1.13.11.20,10116,0.62,3868
L-Cysteine,2.5.1.48,83333,166,3869
L-Cysteine,6.1.1.15,83333,0.022,3870
L-Cysteine,6.1.1.16,83333,141.9,3871
L-Cysteine,6.3.2.5,83333,0.8833333,3872
L-Cysteine,6.1.1.16,83334,141.9,3873
L-Cysteine,1.13.11.20,100226,0.33,3874
L-Cysteine,6.1.1.15,187420,0.02,3875
L-Cysteine,6.1.1.16,199310,141.9,3876
L-Cysteine,1.13.11.20,224308,0.39,3877
L-Cysteine,6.1.1.15,224324,0.09,3878
L-Cysteine,6.1.1.15,224326,0.022,3879
L-Cysteine,1.13.11.20,226900,2,3880
L-Cysteine,6.1.1.15,243230,0.014,3881
L-Cysteine,6.1.1.15,243232,0.19,3882
L-Cysteine,6.3.1.13,246196,9.4,3883
L-Cysteine,6.1.1.15,258594,0.025,3884
L-Cysteine,6.1.1.15,269798,0.083,3885
L-Cysteine,6.3.2.2,272843,25.3,3886
L-Cysteine,6.1.1.15,279238,0.065,3887
L-Cysteine,6.1.1.15,300852,0.042,3888
L-Cysteine,1.14.99.51,367110,2.266667,3889
L-Cysteine,6.1.1.15,499177,0.39,3890
L-Cysteine,6.1.1.15,559292,0.003,3891
L-Cysteinylglycine,3.4.11.1,3702,107.2667,3892
L-Cysteinylglycine,3.4.13.18,9606,247.8,3893
L-Cysteinylglycine,3.4.11.1,9913,100,3894
L-Cysteinylglycine,3.4.11.23,83333,178.3333,3895
L-Cystine,4.4.1.3,1147,36,3896
L-Cystine,1.4.3.2,8665,11.9,3897
L-Dihydroorotate,3.5.2.3,9606,5.83,3898
L-Dihydroorotate,1.3.5.2,9913,50.4,3899
L-Dihydroorotate,3.5.2.3,10036,3.016667,3900
L-Dihydroorotate,1.3.5.2,83333,19.7,3901
L-Dihydroorotate,3.5.2.3,83333,100,3902
L-Dihydroorotate,3.5.2.3,224324,13.8,3903
L-Dihydroorotate,1.3.1.14,226185,18,3904
L-Dihydroorotate,1.3.5.2,226185,55,3905
L-Dihydroorotate,1.3.98.1,226185,22,3906
L-Dihydroorotate,1.3.5.2,226302,2.5,3907
L-Dihydroorotate,1.3.98.1,226302,2.7,3908
L-Dihydroorotate,1.3.5.2,237561,2.1,3909
L-Dihydroorotate,1.3.1.14,272623,49.3,3910
L-Dihydroorotate,1.3.5.2,284812,1.7,3911
L-Dihydroorotate,1.3.1.14,474186,18,3912
L-Dihydroorotate,1.3.98.1,474186,1.04,3913
L-Dihydroorotate,1.3.98.1,559292,190,3914
L-Djenkolic acid,4.4.1.3,1147,50,3915
L-Dopa,4.1.1.25,1352,5.706667,3916
L-Dopa,5.4.3.6,1908,0.0067,3917
L-Dopa,1.14.18.1,5341,107.4,3918
L-Dopa,4.1.1.28,9606,7.6,3919
L-Dopa,4.1.1.28,9823,4.26,3920
L-Dopa,1.14.18.1,9913,19.3,3921
L-Dopa,4.1.1.28,10116,5,3922
L-Dopa,1.14.18.1,61267,478,3923
L-Dopa,1.10.3.1,119864,20.71,3924
L-Dopa,1.10.3.2,181243,3.47,3925
L-Dopa,4.1.1.25,226185,58.85,3926
L-Dopa,1.10.3.2,358898,194,3927
L-Dopa,4.1.1.25,1158653,55.53,3928
L-Erythrulose,1.1.1.10,6239,3.32,3929
L-Erythrulose,1.1.1.10,9606,0.6,3930
L-Erythrulose,1.1.1.10,10036,25,3931
L-Erythrulose,1.1.1.10,10116,25,3932
L-Erythrulose,1.1.1.10,10141,24,3933
L-Erythrulose,2.7.1.209,218491,2.76,3934
L-Ethionine,1.4.1.20,2024,1.1,3935
L-Fuconate,4.2.1.68,190485,15,3936
L-Fucose,1.1.1.107,69367,125,3937
L-Fuculose 1-phosphate,4.1.2.17,83333,19.3,3938
L-Galactonate,4.2.1.68,190485,0.9,3939
"L-Galactono-1,4-lactone",1.3.2.3,3702,151,3940
L-Galactose 1-phosphate,2.7.7.69,3702,6,3941
L-Glucose,1.1.1.370,1197861,65.83333,3942
L-Glutamate,2.6.1.33,562,5.66,3943
L-Glutamate,2.6.1.33,622,0.74,3944
L-Glutamate,6.3.1.2,1164,42,3945
L-Glutamate,5.1.1.3,1392,18,3946
L-Glutamate,5.4.99.1,1494,5.8,3947
L-Glutamate,1.4.1.2,1512,20,3948
L-Glutamate,5.4.99.1,1553,5.8,3949
L-Glutamate,5.1.1.3,1613,69,3950
L-Glutamate,2.6.1.2,2261,216,3951
L-Glutamate,5.1.1.3,2714,0.21,3952
L-Glutamate,2.6.1.1,3702,574,3953
L-Glutamate,2.6.1.2,3702,6.47,3954
L-Glutamate,2.6.1.83,3702,0.3,3955
L-Glutamate,6.3.1.2,3702,7.1,3956
L-Glutamate,6.3.2.2,3702,0.1133333,3957
L-Glutamate,2.6.1.1,4102,55.9,3958
L-Glutamate,2.7.2.11,5661,13.5,3959
L-Glutamate,1.4.3.2,8613,790.53,3960
L-Glutamate,1.4.3.2,8665,0.9,3961
L-Glutamate,1.4.1.3,9606,83,3962
L-Glutamate,2.6.1.42,9606,139,3963
L-Glutamate,2.6.1.7,9606,3.083333,3964
L-Glutamate,2.6.1.5,10116,210,3965
L-Glutamate,1.4.1.3,53953,399.6,3966
L-Glutamate,1.4.1.3,69014,161.6667,3967
L-Glutamate,1.4.1.3,70601,399.6,3968
L-Glutamate,1.4.1.2,83333,2.2,3969
L-Glutamate,1.4.1.4,83333,37.3,3970
L-Glutamate,2.6.1.52,83333,1.75,3971
L-Glutamate,5.1.1.3,83333,12.16667,3972
L-Glutamate,6.1.1.17,83333,9.6,3973
L-Glutamate,6.3.1.2,83333,50,3974
L-Glutamate,6.3.2.12,83333,0.4166667,3975
L-Glutamate,6.3.5.5,83333,0.36,3976
L-Glutamate,5.1.1.3,85962,1.05,3977
L-Glutamate,6.1.1.17,197221,0.1,3978
L-Glutamate,1.4.1.2,224308,18.1,3979
L-Glutamate,6.1.1.17,224308,0.05,3980
L-Glutamate,6.1.1.24,224308,0.07,3981
L-Glutamate,5.1.1.3,226185,25,3982
L-Glutamate,1.4.1.2,246196,3.7,3983
L-Glutamate,2.6.1.39,262724,16,3984
L-Glutamate,6.3.2.2,272843,25.3,3985
L-Glutamate,6.1.1.17,300852,2.1,3986
L-Glutamate,5.1.1.3,301447,1.63,3987
L-Glutamate,6.1.1.17,559292,4.4,3988
L-Glutamic acid-gamma-ethyl ester,1.4.3.2,8665,43.3,3989
L-Glutamine,4.1.3.27,303,3.4,3990
L-Glutamine,2.6.1.85,3702,0.15,3991
L-Glutamine,3.5.1.2,3702,0.045,3992
L-Glutamine,1.4.3.2,8613,430.4,3993
L-Glutamine,1.4.3.2,8649,4.91,3994
L-Glutamine,1.4.3.2,8665,45.5,3995
L-Glutamine,1.4.3.2,8717,0.38,3996
L-Glutamine,2.6.1.39,9606,1.591667,3997
L-Glutamine,3.5.1.2,9606,22,3998
L-Glutamine,2.3.1.1,83332,3.333333,3999
L-Glutamine,6.3.4.2,83332,22.9,4000
L-Glutamine,2.6.1.16,83333,17.16667,4001
L-Glutamine,2.6.1.85,83333,0.6,4002
L-Glutamine,3.5.1.2,83333,101,4003
L-Glutamine,4.1.3.27,83333,3.7,4004
L-Glutamine,6.1.1.18,83333,2.616667,4005
L-Glutamine,6.3.4.2,83333,6.1,4006
L-Glutamine,6.3.5.5,83333,5.6,4007
L-Glutamine,4.1.3.27,99287,3.7,4008
L-Glutamine,2.6.1.85,160488,0.2,4009
L-Glutamine,4.1.3.27,160488,3.4,4010
L-Glutamine,2.7.3.13,192222,2.5,4011
L-Glutamine,2.6.1.85,224308,0.005,4012
L-Glutamine,3.5.1.2,224308,67.7,4013
L-Glutamine,4.3.3.6,224308,0.000333333,4014
L-Glutamine,6.3.5.12,269797,0.01718333,4015
L-Glutamine,6.3.4.2,272623,6.4,4016
L-Glyceraldehyde,1.3.1.20,9543,9.1,4017
L-Glyceraldehyde,1.1.1.21,9606,1.366667,4018
L-Glyceraldehyde,1.1.1.156,51453,18,4019
L-Glyceraldehyde,1.1.1.72,51453,5,4020
L-Glyceraldehyde,4.1.2.54,51453,3.6,4021
"L-Gulono-1,4-lactone",1.3.2.3,3702,4,4022
L-Histidine,4.1.1.22,1593,46.66667,4023
L-Histidine,1.4.3.2,8613,483.13,4024
L-Histidine,1.4.3.2,8649,9.74,4025
L-Histidine,1.4.3.2,8665,108.2,4026
L-Histidine,1.4.3.2,8717,0.82,4027
L-Histidine,4.1.1.22,10116,0.077,4028
L-Histidine,6.1.1.21,83333,142,4029
L-Histidine,6.1.1.21,83334,130,4030
L-Histidine,6.1.1.21,199310,130,4031
L-Histidinol,1.1.1.23,99287,16.7,4032
L-Histidinol phosphate,2.6.1.9,243274,0.04666667,4033
L-Homocysteine,3.3.1.1,9606,9.8,4034
L-Homocysteine,4.2.1.22,9606,21,4035
L-Homocysteine,4.4.1.1,9606,4.9,4036
L-Homocysteine,2.1.1.13,9823,5,4037
L-Homocysteine,2.1.1.10,83333,0.38,4038
L-Homocysteine,4.2.1.22,272557,0.7,4039
L-Homocysteine,4.2.1.22,559292,17,4040
L-Homoserine,2.3.1.46,62977,3.42,4041
L-Homoserine,2.3.1.31,71421,5,4042
L-Homoserine,1.1.1.3,83333,0.24,4043
L-Homoserine,2.3.1.46,83333,24,4044
L-Homoserine,2.7.1.39,83333,18.3,4045
L-Homoserine,2.7.1.39,243232,28,4046
L-Idarate,4.2.1.40,303,21,4047
L-Idarate,4.2.1.40,83333,34,4048
L-Iditol,1.1.1.14,9913,21,4049
L-Iditol,1.1.1.12,51453,0.0723,4050
L-Iditol,2.4.1.230,83333,1.3,4051
L-Isoleucine,6.1.1.5,294,4.2627,4052
L-Isoleucine,1.4.1.20,1421,0.14,4053
L-Isoleucine,1.4.1.20,2024,0.24,4054
L-Isoleucine,6.3.2.52,3702,0.0632,4055
L-Isoleucine,1.14.14.38,3983,0.03833333,4056
L-Isoleucine,1.4.3.2,8613,66.7,4057
L-Isoleucine,1.4.3.2,8649,3.58,4058
L-Isoleucine,1.4.3.2,8665,13.5,4059
L-Isoleucine,1.4.3.2,8717,1.16,4060
L-Isoleucine,2.6.1.42,9606,230,4061
L-Kynurenine,1.14.13.9,294,4.9,4062
L-Kynurenine,3.7.1.3,294,16,4063
L-Kynurenine,2.6.1.7,7159,2.866667,4064
L-Kynurenine,1.14.13.9,9606,0.24,4065
L-Kynurenine,2.6.1.7,9606,9.755,4066
L-Kynurenine,1.14.13.9,269798,2.15,4067
L-Lactaldehyde,1.1.1.21,9606,1.6,4068
L-Lactate,1.1.1.27,5833,250,4069
L-Lactate,1.1.1.27,5836,850,4070
L-Lactate,1.1.1.27,5855,333.3333,4071
L-Lactate,1.1.1.27,5858,233.3333,4072
L-Lactate,1.1.1.27,9606,81.66667,4073
L-Lactate,1.1.3.15,9606,0.46,4074
L-Lactate,1.1.1.27,36329,250,4075
L-Lactate,1.1.1.27,36330,153.3333,4076
L-Lactate,1.1.2.3,559292,270,4077
L-Leucine,1.4.1.20,1421,0.7,4078
L-Leucine,1.4.1.20,2024,3.6,4079
L-Leucine,1.4.3.2,8613,1025.05,4080
L-Leucine,1.4.3.2,8649,23.38,4081
L-Leucine,1.4.3.2,8657,47.98,4082
L-Leucine,1.4.3.2,8665,96.1,4083
L-Leucine,1.4.3.2,8717,3.3,4084
L-Leucine,2.6.1.42,9606,194,4085
L-Leucine,2.6.1.7,9606,4.75,4086
L-Leucine,6.1.1.4,9606,0.82,4087
L-Leucine,1.4.3.2,31156,75.16,4088
L-Leucine,1.4.3.2,44725,1.32,4089
L-Leucine,6.1.1.4,83333,5.1,4090
L-Leucine,1.4.3.2,184542,1.8,4091
L-Leucine,2.6.1.39,262724,5.1,4092
L-Leucine methyl ester,1.4.3.2,8665,51.5,4093
L-Leucyl-L-leucyl-L-leucine,3.4.11.4,1359,264,4094
L-Leucylglycine,3.4.11.1,4081,240.65,4095
L-Leucylglycine,3.4.11.1,9823,38.33333,4096
L-Leucylglycine,3.4.11.1,9913,400,4097
L-Leucylglycine,3.4.11.23,83333,110.5,4098
L-Lysine,4.1.1.18,971,10.6,4099
L-Lysine,2.6.1.36,3702,5.33,4100
L-Lysine,4.1.1.50,3702,1.633333,4101
L-Lysine,4.1.1.17,5661,0.31,4102
L-Lysine,4.1.1.17,5702,2.2,4103
L-Lysine,1.4.3.2,8613,318.91,4104
L-Lysine,1.4.3.2,8649,6.39,4105
L-Lysine,1.4.3.2,8665,83.2,4106
L-Lysine,1.4.3.2,8717,1.65,4107
L-Lysine,6.1.1.6,9606,0.31,4108
L-Lysine,6.1.1.6,10029,6.3,4109
L-Lysine,4.1.1.17,10090,1.8,4110
L-Lysine,4.1.1.17,35889,0.236,4111
L-Lysine,4.1.1.18,184922,0.93,4112
L-Lysine,4.1.1.18,192952,0.24,4113
L-Lysine,4.1.1.18,208964,0.21,4114
L-Lysine,4.1.1.18,216895,24,4115
L-Lysine,4.1.1.18,224324,0.05,4116
L-Lysine,4.1.1.18,228410,0.22,4117
L-Lysine,4.1.1.18,243274,1.5,4118
L-Lysine,5.1.1.5,243274,693,4119
L-Lysine,4.1.1.18,283166,0.3,4120
L-Lysine,6.3.2.7,301447,9,4121
L-Lysine,1.5.1.7,559292,20,4122
L-Lysyl-p-nitroanilide,3.3.2.6,9606,0.04,4123
L-Lysyl-p-nitroanilide,3.4.11.15,186497,1840,4124
L-Lysyl-p-nitroanilide,3.4.11.10,224308,10,4125
L-Malate,2.8.3.18,435,0.8,4126
L-Malate,1.1.1.82,3562,6.7,4127
L-Malate,1.1.1.40,3702,67.5,4128
L-Malate,1.1.1.37,4565,78.81667,4129
L-Malate,1.1.1.40,4577,201.3,4130
L-Malate,1.1.1.82,4577,2.9,4131
L-Malate,1.1.1.37,5833,250,4132
L-Malate,1.1.1.40,8839,169,4133
L-Malate,1.1.1.40,8932,369,4134
L-Malate,1.1.1.38,9606,207.9,4135
L-Malate,1.1.1.39,9606,206.4,4136
L-Malate,4.2.1.2,9606,370,4137
L-Malate,1.1.1.37,9823,583.3333,4138
L-Malate,1.1.1.39,29829,11.4,4139
L-Malate,1.1.1.37,68825,3500,4140
L-Malate,1.1.1.38,83333,82.7,4141
L-Malate,1.1.1.40,83333,66.6,4142
L-Malate,1.1.1.42,83333,0.0082,4143
L-Malate,4.2.1.2,83333,3100,4144
L-Malate,4.2.1.2,83334,129,4145
L-Malate,1.1.1.37,196627,140,4146
L-Malate,4.2.1.2,196627,460,4147
L-Malate,4.2.1.2,199310,129,4148
L-Malyl-CoA,3.1.2.30,272943,110,4149
L-Malyl-CoA,4.1.3.24,272943,2.5,4150
L-Mannitol,1.1.1.14,9940,0.35,4151
L-Mannitol,1.1.1.12,51453,0.1095,4152
L-Methionine,1.4.1.20,1421,1.2,4153
L-Methionine,1.4.1.20,2024,0.84,4154
L-Methionine,1.4.3.2,8613,589.33,4155
L-Methionine,1.4.3.2,8649,24.39,4156
L-Methionine,1.4.3.2,8657,66.26,4157
L-Methionine,1.4.3.2,8665,65.6,4158
L-Methionine,1.4.3.2,8717,1.65,4159
L-Methionine,2.6.1.39,9606,3.44,4160
L-Methionine,1.13.12.3,29438,5.6,4161
L-Methionine,1.4.3.2,31156,74.2,4162
L-Methionine,2.5.1.6,83333,1.5,4163
L-Methionine (R)-S-oxide,1.8.4.12,3702,1.37,4164
L-Methionine (R)-S-oxide,1.8.4.14,83333,6.9,4165
L-Methionine S-oxide,1.8.4.13,83333,0.05333333,4166
L-Noradrenaline,1.11.1.7,3704,172,4167
L-Noradrenaline,1.14.18.1,9913,0.00187,4168
L-Norleucine,1.4.1.20,1421,3.2,4169
L-Norleucine,1.4.1.20,2024,1.9,4170
L-Norleucine,1.4.3.2,8649,21.04,4171
L-Norleucine,1.4.3.2,8665,47.6,4172
L-Norleucine,1.4.3.2,8717,1.21,4173
L-Norvaline,1.4.1.20,1421,1.4,4174
L-Norvaline,1.4.1.20,2024,0.59,4175
L-Norvaline,1.4.3.2,8649,14.1,4176
L-Norvaline,1.4.3.2,8665,59.5,4177
L-Norvaline,1.4.3.2,8717,3.74,4178
L-Ornithine,4.1.1.17,971,4.83,4179
L-Ornithine,4.1.1.17,5661,7.7,4180
L-Ornithine,4.1.1.17,5702,7.4,4181
L-Ornithine,1.4.3.2,8649,4.91,4182
L-Ornithine,1.4.3.2,8665,50.7,4183
L-Ornithine,1.4.3.2,8717,2.2,4184
L-Ornithine,2.1.3.3,9913,180,4185
L-Ornithine,4.1.1.17,10090,7.8,4186
L-Ornithine,4.1.1.17,35889,77.78,4187
L-Ornithine,2.1.3.3,83333,0.03888889,4188
L-Ornithine,2.6.1.11,99287,0.82,4189
L-Ornithine,2.1.3.3,111292,750,4190
L-Ornithine,4.1.1.17,184922,8.6,4191
L-Ornithine,4.1.1.17,192952,6.4,4192
L-Ornithine,4.1.1.17,208964,12,4193
L-Ornithine,4.1.1.17,216895,29,4194
L-Ornithine,4.1.1.17,224324,1.2,4195
L-Ornithine,2.1.3.3,226185,2290,4196
L-Ornithine,4.1.1.17,228410,3.5,4197
L-Ornithine,4.1.1.17,243274,3.2,4198
L-Ornithine,5.1.1.12,243274,537,4199
L-Ornithine,4.1.1.17,283166,7.9,4200
L-Ornithine,1.5.1.24,441771,13.4,4201
L-Phenylalanine,1.4.1.20,1421,68,4202
L-Phenylalanine,4.1.1.28,1452,7.4,4203
L-Phenylalanine,1.4.1.20,1455,50,4204
L-Phenylalanine,1.4.1.20,2024,45,4205
L-Phenylalanine,1.14.14.40,3702,0.004,4206
L-Phenylalanine,4.3.1.24,3702,115.8,4207
L-Phenylalanine,4.3.1.24,4043,22,4208
L-Phenylalanine,4.3.1.24,4097,1.53,4209
L-Phenylalanine,4.3.1.25,4577,11.9,4210
L-Phenylalanine,1.4.3.2,8613,142.62,4211
L-Phenylalanine,1.4.3.2,8649,10.75,4212
L-Phenylalanine,1.4.3.2,8657,17.18,4213
L-Phenylalanine,1.4.3.2,8665,54.1,4214
L-Phenylalanine,1.4.3.2,8717,0.72,4215
L-Phenylalanine,2.6.1.7,9606,5.451667,4216
L-Phenylalanine,1.14.16.1,10116,16,4217
L-Phenylalanine,1.14.16.2,10116,1.6,4218
L-Phenylalanine,1.14.16.4,10116,2.183333,4219
L-Phenylalanine,2.6.1.5,10116,300,4220
L-Phenylalanine,1.13.12.3,29438,11,4221
L-Phenylalanine,1.4.3.2,31156,28.5,4222
L-Phenylalanine,4.3.1.24,58923,16.04,4223
L-Phenylalanine,4.3.1.24,63737,1.96,4224
L-Phenylalanine,2.6.1.9,243274,0.008666667,4225
L-Phenylalanine,4.3.1.23,272943,13.1,4226
L-Phenylalanine,4.3.1.24,272943,2.1,4227
L-Phenylalanine benzyl ester,3.1.1.1,9823,0.07833333,4228
L-Phenylalanine ethyl ester,3.1.1.1,9823,63.62333,4229
L-Phenylalanine-p-nitroanilide,3.4.11.10,224308,0.00028,4230
L-Pipecolate,1.5.1.1,192,3.7,4231
L-Pipecolate,1.5.1.49,167879,0.02133333,4232
L-Pipecolate,1.5.1.21,208964,2.25,4233
L-Proline,1.5.1.1,192,4.233333,4234
L-Proline,1.4.3.2,8665,0.1,4235
L-Proline,6.1.1.15,83333,14,4236
L-Proline,1.5.1.49,167879,1.088333,4237
L-Proline,6.1.1.15,187420,6.9,4238
L-Proline,1.5.1.21,208964,3.416667,4239
L-Proline,6.1.1.15,224324,15,4240
L-Proline,6.1.1.15,224326,5.8,4241
L-Proline,6.1.1.15,243230,32,4242
L-Proline,6.1.1.15,243232,63,4243
L-Proline,6.1.1.15,258594,14,4244
L-Proline,6.1.1.15,269798,19,4245
L-Proline,6.1.1.15,279238,26,4246
L-Proline,6.1.1.15,300852,35,4247
L-Proline,5.1.1.8,351746,2.8,4248
L-Proline,6.1.1.15,499177,60,4249
L-Proline,6.1.1.15,559292,5.6,4250
L-Rhamnose,2.4.1.282,357809,2.5,4251
L-Ribose,5.3.1.15,380174,26.4,4252
L-Ribulose,1.1.1.10,6239,0.49,4253
L-Ribulose 5-phosphate,5.1.3.4,83333,37.2,4254
L-Selenocysteine,4.4.1.16,10090,46,4255
L-Selenocysteine,2.1.1.280,20406,0.0062,4256
L-Selenocysteine,2.1.1.280,83333,0.00017,4257
L-Serine,4.1.99.1,585,1.83,4258
L-Serine,2.1.2.1,1422,5,4259
L-Serine,1.1.1.291,1528,2.5,4260
L-Serine,2.3.1.30,3562,212,4261
L-Serine,2.1.2.1,3702,21.8,4262
L-Serine,2.3.1.30,3702,330,4263
L-Serine,2.6.1.45,3702,6.4,4264
L-Serine,1.4.3.2,8665,0.7,4265
L-Serine,2.1.2.1,9606,28,4266
L-Serine,4.2.1.22,9606,21,4267
L-Serine,4.3.1.17,9606,79,4268
L-Serine,2.1.2.1,9940,4.3,4269
L-Serine,2.1.2.1,9986,14.16667,4270
L-Serine,2.1.2.1,10116,0.835,4271
L-Serine,2.1.2.1,36329,0.74,4272
L-Serine,2.3.1.30,71421,1080,4273
L-Serine,2.1.2.1,83333,11.5,4274
L-Serine,2.3.1.30,83333,2480,4275
L-Serine,2.3.1.46,83333,0.023,4276
L-Serine,4.2.1.20,83333,9.54,4277
L-Serine,4.2.3.1,83333,0.07833333,4278
L-Serine,4.3.1.15,83333,0.049,4279
L-Serine,6.3.2.8,83333,11.4,4280
L-Serine,2.3.1.30,83334,427,4281
L-Serine,2.7.1.225,93061,0.2383333,4282
L-Serine,4.3.1.15,99287,0.213,4283
L-Serine,2.1.2.1,126793,0.98,4284
L-Serine,2.3.1.30,199310,427,4285
L-Serine,1.1.1.387,208964,10.4,4286
L-Serine,4.2.1.20,243274,10,4287
L-Serine,4.2.1.22,272557,0.7,4288
L-Serine,4.3.1.17,518882,0.18,4289
L-Serine,4.2.1.22,559292,17,4290
L-Sorbitol,1.1.1.14,9940,0.13,4291
L-Sorbose,2.4.1.13,4113,2.3,4292
L-Sorbose,2.7.1.3,9606,6.5,4293
L-Sorbose,1.1.1.14,9913,153,4294
L-Sorbose,1.1.1.14,9940,0.83,4295
L-Sorbose,1.1.1.12,51453,0.0018,4296
L-Sorbose,2.4.1.230,83333,1.2,4297
L-Sorbose,1.1.3.10,230624,53,4298
L-Sorbose,1.1.3.10,2822231,137.9,4299
L-Tagatose,1.1.1.12,51453,0.0037,4300
L-Threitol,1.1.1.14,9913,12,4301
L-Threonine,4.3.1.19,9606,71,4302
L-Threonine,1.1.1.103,70601,551.6667,4303
L-Threonine,1.1.1.103,83333,135,4304
L-Threonine,2.3.1.46,83333,0.015,4305
L-Threonine,6.1.1.3,83333,90,4306
L-Threonine,6.1.1.3,83334,90,4307
L-Threonine,2.1.2.1,126793,0.015,4308
L-Threonine,6.1.1.3,199310,90,4309
L-Threonine,1.1.1.387,208964,9.6,4310
L-Threose,1.1.1.10,9606,0.52,4311
L-Threose,1.1.1.10,10036,23,4312
L-Threose,1.1.1.10,10090,16,4313
L-Threose,1.1.1.10,10116,16,4314
L-Threose,1.1.1.10,10141,27,4315
L-Tryptophan,4.1.99.1,585,6.29,4316
L-Tryptophan,4.1.1.28,1452,6.7,4317
L-Tryptophan,1.13.11.52,7739,1.376667,4318
L-Tryptophan,1.13.11.52,7955,2.6285,4319
L-Tryptophan,1.13.11.52,8090,4.175,4320
L-Tryptophan,1.13.11.52,8355,2.493333,4321
L-Tryptophan,1.4.3.2,8613,98.82,4322
