Substrate,ECNumber,Organism_ID_sabio,kcat,original_index
Pyruvate,4.3.3.7,199310,124,6102
Pyruvate,2.6.1.46,208964,1.15,6103
Pyruvate,1.1.1.28,220668,2300,6104
Pyruvate,1.2.3.3,220668,26,6105
Pyruvate,1.4.1.1,224308,1000,6106
Pyruvate,1.1.1.27,226185,0.92,6107
Pyruvate,4.1.1.1,264203,486,6108
Pyruvate,4.1.3.39,266265,1.79,6109
Pyruvate,2.6.1.30,266835,29,6110
Pyruvate,2.7.9.1,294381,15,6111
Pyruvate,1.1.1.28,390333,1680,6112
Pyruvate,1.5.1.24,441771,13.4,6113
Pyruvate,4.1.1.1,559292,12.42,6114
Pyruvate,6.4.1.1,559292,59.5,6115
Quercetin,2.4.1.234,4102,59.8,6116
Quercetin,2.8.2.25,4228,1.43,6117
Quercetin,1.14.18.1,5341,6.2,6118
Quercetin,2.1.1.267,29760,0.112,6119
Quercetin,1.10.3.2,100226,6.9,6120
Quercetin,1.13.11.24,224308,25,6121
Quercetin 3-O-beta-D-galactoside,2.4.1.234,4102,89.6,6122
Quercetin 3-O-glucoside,2.1.1.267,29760,0.8976,6123
Quercetin 7-O-beta-D-glucoside,3.2.1.21,9606,0.69,6124
"Quercetin-3,4'-diglucoside",3.2.1.21,9606,0.3,6125
Quinoline-3-carboxaldehyde,1.2.1.3,9606,11.16667,6126
Quinoline-4-carboxaldehyde,1.2.1.3,9606,4.666667,6127
R-(+)-1-Phenylethanol,1.1.1.1,7225,5.2,6128
R-(+)-cis-Verbenol,1.1.1.1,7225,7.1,6129
R-(-)-2-Butanol,1.1.1.1,7225,7.6,6130
R-(-)-2-Hexanol,1.1.1.1,7225,8,6131
R-(-)-2-Pentanol,1.1.1.1,7225,7.6,6132
R-(-)-3-Methylbutan-2-ol,1.1.1.1,7225,8,6133
R-(-)-Heptan-2-ol,1.1.1.1,7225,7.4,6134
R-(-)-Octan-2-ol,1.1.1.1,7225,8.1,6135
Reactive black 5,1.10.3.2,1408,3.63,6136
Reactive black 5,1.11.1.16,5323,5,6137
Reactive black 5,1.11.1.16,385957,0.38,6138
Reactive blue 5,1.11.1.19,385957,34,6139
Reduced FMN,1.1.99.31,303,1.2,6140
Reduced coenzyme F420,1.5.98.2,190192,275,6141
Reduced glutathione,2.5.1.18,529,16.51,6142
Reduced glutathione,2.5.1.18,615,1070,6143
Reduced glutathione,1.8.5.1,3562,490,6144
Reduced glutathione,2.5.1.18,3702,0.98,6145
Reduced glutathione,4.3.2.7,3702,0.6433333,6146
Reduced glutathione,1.8.4.9,4472,56,6147
Reduced glutathione,6.3.1.8,5656,4.2,6148
Reduced glutathione,6.3.1.9,5656,8.7,6149
Reduced glutathione,6.3.1.9,5691,5.2,6150
Reduced glutathione,2.5.1.18,7168,85.1,6151
Reduced glutathione,2.5.1.18,7227,360,6152
Reduced glutathione,2.5.1.18,9031,26.53,6153
Reduced glutathione,1.8.4.2,9606,293,6154
Reduced glutathione,2.5.1.18,9606,96,6155
Reduced glutathione,4.4.1.5,9606,1133.333,6156
Reduced glutathione,2.5.1.18,10090,6.9,6157
Reduced glutathione,2.5.1.18,10116,1.166667,6158
Reduced glutathione,4.4.1.5,10116,1183.333,6159
Reduced glutathione,2.5.1.18,36329,0.105,6160
Reduced glutathione,1.20.4.1,39947,0.33,6161
Reduced glutathione,1.20.4.1,83333,0.33,6162
Reduced glutathione,1.8.1.7,83333,50,6163
Reduced glutathione,2.5.1.18,83333,27,6164
Reduced glutathione,4.4.1.5,284812,1146.667,6165
Reduced glutathione,1.11.1.9,559292,52.9,6166
Reduced glutathione,2.5.1.18,559292,13.1,6167
Reduced glutathione,4.4.1.5,559292,6700,6168
Reduced methyl viologen,1.7.2.2,83333,2380,6169
Reduced methyl viologen,1.7.2.2,211586,2380,6170
Resveratroloside,1.14.14.57,9606,0.048,6171
Retinol,1.1.1.1,9606,3.166667,6172
Retinol,1.1.1.105,9606,0.1833333,6173
Retinol,1.1.1.21,9606,0.12,6174
Retinol,1.14.14.1,9606,0.0025,6175
Retinol,1.1.1.1,10090,2.083333,6176
Retinol,1.14.14.1,10090,0.004,6177
Rhamnetin,2.8.2.25,4228,0.6,6178
Rhodopsin,2.7.11.14,7955,0.86,6179
Rhodopsin,2.7.11.14,9606,1.2,6180
Riboflavin,1.14.13.7,1426,147,6181
Riboflavin,2.7.1.26,3702,0.583,6182
Riboflavin,1.5.1.30,9606,0.107,6183
Ribose 5-phosphate,3.1.3.2,83333,4.9,6184
Ribose 5-phosphate,4.3.3.6,224308,0.000333333,6185
Rosmaric acid,1.5.99.12,4577,0.4,6186
S-(+)-2-Hexanol,1.1.1.1,7225,8,6187
S-(+)-3-Methylbutan-2-ol,1.1.1.1,7225,8,6188
S-(+)-Heptan-2-ol,1.1.1.1,7225,1.7,6189
S-(+)-Octan-2-ol,1.1.1.1,7225,0.77,6190
S-(-)-1-Phenylethanol,1.1.1.1,7225,2.5,6191
S-(-)-2-Methylbutan-1-ol,1.1.1.1,7225,2,6192
S-(4-Aminobutyl)isothiourea,3.5.3.1,10116,3.333333,6193
S-(Hercyn-2-yl)-L-cysteine S-oxide,4.4.1.36,367110,11.40667,6194
S-(Hydroxymethyl)glutathione,1.1.1.284,3702,22.51667,6195
S-(Hydroxymethyl)glutathione,1.1.1.284,7227,16,6196
S-(Hydroxymethyl)glutathione,1.1.1.1,7740,11.33333,6197
S-(Hydroxymethyl)glutathione,1.1.1.1,9606,3.333333,6198
S-(Hydroxymethyl)glutathione,1.1.1.284,9606,3.5,6199
S-(Hydroxymethyl)glutathione,1.1.1.284,9913,1.416667,6200
S-Adenosyl-L-homocysteine,3.3.1.1,9606,3.8,6201
S-Adenosyl-L-homocysteine,3.2.2.9,83333,2.6,6202
S-Adenosyl-L-homocysteine,3.3.1.1,243274,0.24,6203
S-Adenosyl-L-homocysteine,3.5.4.28,243274,12.2,6204
S-Adenosyl-L-methionine,2.1.1.72,271,0.7333333,6205
S-Adenosyl-L-methionine,2.1.1.37,735,0.05333333,6206
S-Adenosyl-L-methionine,2.1.1.122,3467,0.5,6207
S-Adenosyl-L-methionine,2.1.1.128,3469,0.08,6208
S-Adenosyl-L-methionine,2.1.1.7,3641,2.94,6209
S-Adenosyl-L-methionine,2.1.1.141,3702,70,6210
S-Adenosyl-L-methionine,2.1.1.278,3702,0.028,6211
S-Adenosyl-L-methionine,2.1.1.7,3702,3.52,6212
S-Adenosyl-L-methionine,4.1.1.50,3702,45.83333,6213
S-Adenosyl-L-methionine,4.4.1.14,3702,4.82,6214
S-Adenosyl-L-methionine,4.4.1.14,3750,9.2,6215
S-Adenosyl-L-methionine,2.1.1.142,3847,0.001,6216
S-Adenosyl-L-methionine,2.1.1.41,3847,0.02,6217
S-Adenosyl-L-methionine,2.1.1.7,3847,4.81,6218
S-Adenosyl-L-methionine,2.1.1.50,4058,0.31,6219
S-Adenosyl-L-methionine,2.1.1.53,4075,0.383,6220
S-Adenosyl-L-methionine,2.1.1.53,4076,0.388,6221
S-Adenosyl-L-methionine,2.1.1.53,4081,0.19,6222
S-Adenosyl-L-methionine,2.1.1.7,4081,2.37,6223
S-Adenosyl-L-methionine,2.1.1.n7,4558,0.00047,6224
S-Adenosyl-L-methionine,2.1.1.241,4577,0.249,6225
S-Adenosyl-L-methionine,2.1.1.277,4577,0.45,6226
S-Adenosyl-L-methionine,2.1.1.103,6239,9.783333,6227
S-Adenosyl-L-methionine,2.1.1.43,7227,0.11,6228
S-Adenosyl-L-methionine,2.1.1.22,9031,0.04183333,6229
S-Adenosyl-L-methionine,2.1.1.22,9606,0.0595,6230
S-Adenosyl-L-methionine,2.1.1.28,9606,0.04333333,6231
S-Adenosyl-L-methionine,2.1.1.319,9606,0.036,6232
S-Adenosyl-L-methionine,2.1.1.43,9606,0.075,6233
S-Adenosyl-L-methionine,2.1.1.8,9606,0.00821,6234
S-Adenosyl-L-methionine,2.1.1.49,9986,3.666667,6235
S-Adenosyl-L-methionine,2.1.1.2,10116,0.081,6236
S-Adenosyl-L-methionine,2.1.1.22,10116,0.07816667,6237
S-Adenosyl-L-methionine,2.1.1.319,10116,1400,6238
S-Adenosyl-L-methionine,2.1.1.6,10116,0.1,6239
S-Adenosyl-L-methionine,2.1.1.280,20406,0.0074,6240
S-Adenosyl-L-methionine,2.1.1.240,29760,0.086,6241
S-Adenosyl-L-methionine,2.1.1.267,29760,2.3825,6242
S-Adenosyl-L-methionine,2.1.1.146,36903,0.08,6243
S-Adenosyl-L-methionine,2.1.1.274,36903,0.092,6244
S-Adenosyl-L-methionine,2.1.1.68,36903,0.26,6245
S-Adenosyl-L-methionine,2.1.1.146,39350,0.0031,6246
S-Adenosyl-L-methionine,2.1.1.68,39350,0.013,6247
S-Adenosyl-L-methionine,2.1.1.7,39947,2.25,6248
S-Adenosyl-L-methionine,2.1.1.53,45834,0.047,6249
S-Adenosyl-L-methionine,2.1.1.53,47519,0.16,6250
S-Adenosyl-L-methionine,2.6.1.62,83331,0.01666667,6251
S-Adenosyl-L-methionine,2.1.1.374,83332,0.8,6252
S-Adenosyl-L-methionine,2.6.1.62,83332,0.01666667,6253
S-Adenosyl-L-methionine,2.1.1.10,83333,0.38,6254
S-Adenosyl-L-methionine,2.1.1.166,83333,0.001066667,6255
S-Adenosyl-L-methionine,2.1.1.177,83333,0.04166667,6256
S-Adenosyl-L-methionine,2.1.1.280,83333,0.74,6257
S-Adenosyl-L-methionine,2.1.1.79,83333,0.2266667,6258
S-Adenosyl-L-methionine,2.6.1.62,83333,0.2833333,6259
S-Adenosyl-L-methionine,2.8.1.6,83333,0.000277778,6260
S-Adenosyl-L-methionine,2.1.1.7,88730,4.97,6261
S-Adenosyl-L-methionine,2.1.1.255,100226,0.0092,6262
S-Adenosyl-L-methionine,2.1.1.115,150095,0.05,6263
S-Adenosyl-L-methionine,2.1.1.79,199310,0.2266667,6264
S-Adenosyl-L-methionine,2.1.1.122,215227,0.001,6265
S-Adenosyl-L-methionine,2.1.1.7,218851,5.83,6266
S-Adenosyl-L-methionine,2.1.1.228,243232,0.01216667,6267
S-Adenosyl-L-methionine,4.1.1.50,243232,0.00075,6268
S-Adenosyl-L-methionine,2.1.1.220,262724,0.037,6269
S-Adenosyl-L-methionine,2.1.1.53,362597,0.198,6270
S-Adenosyl-L-methionine,2.1.1.22,559292,0.01233333,6271
S-Adenosyl-L-methionine,2.1.1.41,559292,0.011,6272
S-Adenosyl-L-methionine,2.1.1.43,559292,0.01833333,6273
S-Adenosyl-L-methionine,2.1.1.374,561007,2,6274
S-Adenosyl-L-methionine,2.1.1.261,746128,2.41,6275
S-Adenosyl-L-methionine,2.1.1.11,1111708,0.057,6276
S-Adenosylmethioninamine,2.5.1.16,9606,1.9,6277
S-Adenosylmethioninamine,2.5.1.104,186497,2.09,6278
S-Adenosylmethioninamine,2.5.1.16,186497,0.18,6279
S-Adenosylmethioninamine,2.5.1.23,186497,0.06,6280
S-Adenosylmethioninamine,2.5.1.16,243274,0.77,6281
S-Adenosylmethioninamine,2.5.1.104,300852,0.37,6282
S-Adenosylmethioninamine,2.5.1.126,300852,0.53,6283
S-Adenosylmethioninamine,2.5.1.79,300852,0.73,6284
S-Benzyl-L-cysteine,4.1.99.1,585,1.95,6285
S-Carboxymethyl-L-cysteine,1.2.1.95,559292,6,6286
S-Ethyl-L-cysteine,4.1.99.1,585,3.59,6287
S-Ethyl-L-cysteine,4.4.1.3,1147,37,6288
S-Formylglutathione,3.1.2.12,83333,28.5,6289
S-Glycolylglutathione,3.1.2.6,9606,1736,6290
S-Inosyl-L-homocysteine,3.3.1.1,243274,0.14,6291
S-Lactoylglutathione,3.1.2.6,10116,283.3333,6292
S-Lactoylglutathione,3.1.2.12,83333,1.02,6293
S-Lactoylglutathione,3.1.2.6,99287,394.9,6294
S-Lactoylglutathione,3.1.2.6,559292,979,6295
S-Methyl-L-cysteine,4.1.99.1,585,4.1,6296
S-Methyl-L-cysteine,4.4.1.3,1147,20,6297
S-Nitrosoglutathione,1.1.1.1,9606,45,6298
S-Nitrosoglutathione,1.1.1.184,9606,40,6299
S-Nitrosoglutathione,1.14.12.17,83333,0.03,6300
S-Propyl thioacetate,3.1.1.7,9606,183.3333,6301
S-Ribosyl-L-homocysteine,4.4.1.21,83333,0.38,6302
S-Ribosyl-L-homocysteine,4.4.1.21,224308,0.03,6303
S-Sulfanylglutathione,1.13.11.18,9606,104,6304
S-Sulfo-L-cysteine,2.5.1.47,6239,2.8,6305
S-o-Nitrophenyl-L-cysteine,4.1.99.1,585,33.35,6306
Salicylate,2.1.1.274,36903,0.092,6307
Sarcosine,1.4.3.19,224308,4.15,6308
Scopoletin,1.5.99.12,4577,1.4,6309
Se-Adenosyl-L-selenomethionine,2.1.1.79,83333,0.2166667,6310
Se-Adenosyl-L-selenomethionine,2.1.1.79,199310,0.2166667,6311
Sedoheptulose,2.7.1.14,10090,115,6312
"Sedoheptulose 1,7-bisphosphate",3.1.3.37,3562,81,6313
Selenohomocysteine,2.1.1.280,20406,0.0074,6314
Selenohomocysteine,2.1.1.280,83333,0.74,6315
Selenophosphate,2.9.1.3,83333,0.008833333,6316
Sepiapterin,1.1.1.153,9606,1.5,6317
Sepiapterin,1.1.1.153,10116,11.1,6318
Sepiapterin,3.5.4.11,311403,2.9,6319
Ser-Gly,3.4.11.1,9913,16.66667,6320
Ser-Pro,3.4.13.9,57043,2,6321
Serine,2.6.1.7,7159,5.75,6322
Serine,6.2.1.n2,176299,1.15,6323
Serotonin,2.3.1.87,9940,34,6324
Sinapate,1.10.3.2,5327,577.8,6325
Sinapate,1.10.3.2,224308,39,6326
Sinapate,1.10.3.2,293387,21.3,6327
Sinapate,1.11.1.7,293387,8.1,6328
Sinapate,1.10.3.2,1869214,98.5,6329
Sinapoyl aldehyde,1.1.1.195,3693,40.56833,6330
Sinapoyl aldehyde,1.1.1.195,3702,13.72,6331
Sinapoyl aldehyde,2.4.1.111,3702,1.43,6332
Sinapoyl aldehyde,1.1.1.195,39947,3.4,6333
Sinapoyl-CoA,1.2.1.44,3702,1.1,6334
Sinapyl alcohol,2.4.1.111,3702,4.52,6335
Sinefungin,2.6.1.62,83332,0.009,6336
Sinigrin,3.2.1.147,3702,46,6337
Solavetivol,1.14.14.151,35626,0.1,6338
Spermidine,6.3.1.8,5656,4.2,6339
Spermidine,6.3.1.9,5691,5.2,6340
Spermidine,2.5.1.45,93496,0.032,6341
Spermidine,2.5.1.46,93496,0.032,6342
Spermidine,2.5.1.79,300852,0.73,6343
Spermine,1.5.3.13,10090,0.175,6344
Spermine,2.3.1.57,353152,9,6345
Sphingosine 1-phosphate,3.1.3.76,9606,0.018,6346
Sphingosyl-phosphocholine,3.1.4.38,9913,1,6347
Squalene,1.14.14.17,9606,0.01833333,6348
Squalene,5.4.99.17,521098,1.026667,6349
Stearate,1.14.14.1,224308,7.166667,6350
Stearate,1.14.14.1,279010,16.18333,6351
Stearoyl-CoA,3.1.2.2,9606,1.2,6352
Stearoyl-CoA,3.1.2.20,9606,0.011,6353
Stearoyl-CoA,1.3.8.8,10116,4.5,6354
Styrene oxide,3.3.2.8,1833,0.47,6355
Substance P,3.4.11.9,9606,90.01,6356
Succinamate,3.5.1.131,47660,19,6357
Succinate,2.8.3.18,435,75.2,6358
Succinate,1.3.5.1,56812,0.95,6359
Succinate,1.3.5.1,83333,30,6360
Succinate,1.3.5.1,318167,0.6,6361
Succinate,1.3.5.1,364106,110,6362
Succinate semialdehyde,1.1.1.n11,3702,17,6363
Succinate semialdehyde,1.1.1.2,9606,9.333333,6364
Succinate semialdehyde,1.1.1.n11,9606,1.8,6365
Succinate semialdehyde,1.1.1.21,9823,13,6366
Succinate semialdehyde,1.1.1.n11,10090,2.026667,6367
Succinate semialdehyde,1.1.1.n11,10116,1.8,6368
Succinate semialdehyde,1.2.1.24,62977,61.5,6369
Succinate semialdehyde,1.2.1.26,62977,0.06,6370
Succinate semialdehyde,1.2.1.79,83332,0.5333333,6371
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,3.4.21.62,1390,44,6372
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,3.4.21.20,9606,14,6373
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,5.2.1.8,9606,960,6374
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,3.4.21.62,86029,9.15,6375
Succinyl-Ala-Ala-Pro-Phe-p-nitroanilide,3.4.21.62,224308,18,6376
Succinyl-CoA,2.8.3.18,435,290,6377
Succinyl-CoA,2.3.1.46,62977,3.42,6378
Succinyl-CoA,2.3.1.117,83333,43.33333,6379
Succinyl-CoA,2.3.1.46,83333,24,6380
Succinyl-CoA,2.8.3.6,1301098,23.83333,6381
Sucrose,2.4.1.4,489,1.283333,6382
Sucrose,2.4.1.10,1304,63.48333,6383
Sucrose,2.4.1.9,1598,504,6384
Sucrose,3.2.1.26,1598,88.9,6385
Sucrose,3.2.1.26,3702,59,6386
Sucrose,2.4.1.13,3916,0.85,6387
Sucrose,3.2.1.26,4081,7250,6388
Sucrose,3.2.1.20,7460,195,6389
Sucrose,2.4.1.10,33996,60,6390
Sucrose,3.2.1.20,55212,0.2666667,6391
Sucrose,2.4.1.10,224308,164.6,6392
Sucrose,2.4.1.9,257314,176,6393
Sucrose,2.4.1.329,580327,66.2,6394
Sucrose 6-phosphate,2.4.1.329,580327,82.6,6395
Sudan Orange G,1.10.3.2,224308,0.05,6396
Sulbactam,3.5.2.6,562,20,6397
Sulbactam,3.5.2.6,1396,10,6398
Sulbactam,3.5.2.6,40324,210,6399
Sulbactam,3.5.2.6,196023,0.12,6400
Sulbenicillin,3.5.2.6,644,0.5,6401
Sulbenicillin,3.5.2.6,40324,225,6402
Sulfate,2.7.7.4,5076,10.8,6403
Sulfate,1.8.3.1,9606,18.1,6404
Sulfate,2.7.7.4,9606,0.5,6405
Sulfate,2.7.7.4,559292,0.86,6406
Sulfite,1.8.3.1,9606,25.9,6407
Sulfite,2.5.1.76,188937,0.1833333,6408
Sulfite,4.4.1.19,243232,8.5,6409
Sulindac,1.14.13.8,9606,0.78,6410
Syringaldazine,1.10.3.2,274,6.47,6411
Syringaldazine,1.10.3.2,382,11.2,6412
Syringaldazine,1.10.3.2,573,300,6413
Syringaldazine,1.10.3.2,1402,100,6414
Syringaldazine,1.10.3.2,1408,66,6415
Syringaldazine,1.10.3.2,1423,7.6,6416
Syringaldazine,1.10.3.2,2725,663.5,6417
Syringaldazine,1.10.3.2,5322,466.6667,6418
Syringaldazine,1.10.3.2,77133,24.13,6419
Syringaldazine,1.10.3.2,83333,362,6420
Syringaldazine,1.10.3.2,100226,25.36,6421
Syringaldazine,1.10.3.1,119864,19.13,6422
Syringaldazine,1.10.3.2,160488,1.28,6423
Syringaldazine,1.10.3.2,181243,4.88,6424
Syringaldazine,1.10.3.2,191221,386,6425
Syringaldazine,1.10.3.2,196627,0.22,6426
Syringaldazine,1.10.3.2,220664,1.22,6427
Syringaldazine,1.10.3.2,224308,169,6428
Syringaldazine,1.10.3.2,224324,0.55,6429
Syringaldazine,1.10.3.2,226186,555,6430
Syringaldazine,1.10.3.2,262724,10.3,6431
Syringaldazine,1.10.3.2,279010,100,6432
Syringaldazine,1.10.3.2,309800,21.7,6433
Syringaldazine,1.10.3.2,354242,0.1666667,6434
Syringaldazine,1.10.3.2,358898,50,6435
Syringaldazine,1.10.3.2,439375,0.46,6436
Syringaldazine,1.10.3.2,463191,0.3166667,6437
Syringaldazine,1.10.3.2,492218,11,6438
Syringaldazine,1.10.3.2,504728,1.766667,6439
Syringaldazine,1.10.3.2,633276,0.031,6440
Syringaldazine,1.10.3.2,671179,1.51,6441
Syringaldazine,1.10.3.2,762633,1.001,6442
Syringaldazine,1.10.3.2,866894,2.4,6443
Syringaldazine,1.10.3.2,936599,22.8,6444
Syringaldazine,1.10.3.2,997253,6.9,6445
Syringaldazine,1.10.3.2,997254,6.3,6446
Syringaldazine,1.10.3.2,997255,3.3,6447
Syringaldazine,1.10.3.2,1835742,24,6448
Syringaldehyde,1.10.3.2,5325,42,6449
Syringaldehyde,1.10.3.2,224308,16,6450
TDP,2.7.2.3,9606,0.3,6451
TDP,3.1.3.2,9606,69,6452
TRIBOA glucoside,2.1.1.241,4577,0.249,6453
Talampicillin,3.5.2.6,644,0.04,6454
Talampicillin,3.5.2.6,40324,220,6455
Taurine,6.3.2.1,83331,0.19,6456
Taurine,6.3.2.1,83332,0.19,6457
Taurine,1.14.11.17,83333,12.5,6458
Taxifolin,1.14.20.6,3702,0.056,6459
Tazobactam,3.5.2.6,303,8.2,6460
Tazobactam,3.5.2.6,644,0.65,6461
Tazobactam,3.5.2.6,1396,6.5,6462
Tazobactam,3.5.2.6,40324,270,6463
Temocillin,3.5.2.6,644,1.75,6464
Temocillin,3.5.2.6,40324,135,6465
Terephthalaldehyde,4.1.2.47,316758,18.2,6466
Testosterone,1.1.1.213,9606,0.0009,6467
Testosterone,1.1.1.357,9606,0.000348,6468
Testosterone,1.1.1.64,9606,0.000816667,6469
Testosterone,1.14.14.25,9606,0.03333333,6470
Testosterone,1.14.14.55,9606,1.3,6471
Testosterone,1.1.1.209,10090,0.015,6472
Testosterone,1.1.1.51,10116,0.2666667,6473
Testosterone,1.1.1.62,10116,1.0875,6474
Testosterone,1.1.1.64,10116,0.375,6475
Testosterone,1.3.1.3,10116,0.02083333,6476
Tetra-N-acetylchitotetraose,3.2.1.14,4577,69.01,6477
"Tetrabromo-1,4-benzoquinone",1.1.3.10,230624,280,6478
"Tetrachloro-1,4-benzoquinone",1.1.3.10,230624,750,6479
"Tetrafluoro-1,4-benzoquinone",1.1.3.10,230624,640,6480
Tetrahydrobiopterin,1.14.16.4,9606,6.733333,6481
Tetrahydrobiopterin,1.5.1.34,9606,200,6482
Tetrahydropteroyl tri-L-glutamate,2.1.2.1,3702,8.7,6483
Thebaine,1.14.11.31,3469,0.017,6484
Thebaine,1.14.11.32,3469,0.0099,6485
Thiamine diphosphate,1.2.4.1,1422,0.48,6486
Thiamine diphosphate,1.2.4.2,9606,6.7,6487
Thiamine triphosphate,3.6.1.28,10090,23,6488
Thionicotinamide,2.3.1.286,36329,0.006,6489
Thioproline,1.5.1.2,9606,55,6490
Thiosulfate,2.8.1.1,3702,10.7,6491
Thiosulfate,2.8.1.1,10116,766.6667,6492
Thiosulfate,2.8.1.1,83333,64,6493
Thiosulfate,2.5.1.47,272557,24,6494
Thiosulfate,1.8.2.2,572477,14000,6495
Threitol,1.1.1.10,9606,0.48,6496
Threitol,1.1.1.10,10036,16,6497
Threitol,1.1.1.10,10090,16,6498
Threitol,1.1.1.10,10116,12,6499
Threitol,1.1.1.10,10141,15,6500
Threonine,6.1.1.9,1422,12.8,6501
Thymidine,2.7.1.21,1280,0.44,6502
Thymidine,2.7.1.145,7227,15,6503
Thymidine,2.7.1.21,9606,0.71,6504
Thymidine,2.7.1.21,44689,7.5,6505
Thymidine,2.7.1.76,44689,0.0081,6506
Thymidine,2.7.1.21,243274,0.4,6507
"Thymidine 3',5'-bisphosphate",3.1.3.97,243365,3.3,6508
Thymine,1.3.1.1,83333,0.39,6509
Ticarcillin,3.5.2.6,287,6,6510
Ticarcillin,3.5.2.6,550,81,6511
Ticarcillin,3.5.2.6,562,195,6512
Ticarcillin,3.5.2.6,571,4,6513
Ticarcillin,3.5.2.6,584,6,6514
Ticarcillin,3.5.2.6,644,3.5,6515
Ticarcillin,3.5.2.6,817,89,6516
Ticarcillin,3.5.2.6,38313,1,6517
Ticarcillin,3.5.2.6,40324,440,6518
Ticarcillin,3.5.2.6,47917,115,6519
Ticarcillin,3.5.2.6,247156,49.5,6520
"Trans, trans-muconaldehyde",1.1.1.n11,10090,1.566667,6521
Trehalose 2-sulfate,2.3.1.288,83332,0.006666667,6522
Trehalose 2-sulfate-2'-palmitate,2.3.1.283,83332,0.002,6523
Trehalulose,3.2.1.20,55212,0.4,6524
Triacetin,3.1.1.1,1388,945,6525
Triacetin,3.1.1.1,4839,10,6526
Triacetin,3.1.1.1,5061,265,6527
Triacetin,3.1.1.1,9606,8,6528
Triacetin,3.1.1.1,9823,60,6529
Triacetin,3.1.1.1,10141,555,6530
Triacetin,3.1.1.1,224308,120,6531
Triacetin,3.1.1.1,224325,40,6532
Trimethylamine,1.14.13.8,9606,0.3833333,6533
Trimethylamine,1.14.13.8,9823,0.55,6534
Trioleoylglycerol,3.1.1.1,4839,1620,6535
Trioleoylglycerol,3.1.1.1,5541,1885,6536
Trioleoylglycerol,3.1.1.1,9606,3360,6537
Trioleoylglycerol,3.1.1.1,10141,375,6538
Trioleoylglycerol,3.1.1.3,64495,5162,6539
Trioleoylglycerol,3.1.1.1,224308,165,6540
Triphosphate,3.6.1.28,10090,1.6,6541
Tripropionin,3.1.1.1,1388,835,6542
Tripropionin,3.1.1.1,4839,200,6543
Tripropionin,3.1.1.1,5061,60,6544
Tripropionin,3.1.1.1,5541,225,6545
Tripropionin,3.1.1.1,9606,3320,6546
Tripropionin,3.1.1.1,9823,50,6547
Tripropionin,3.1.1.1,10141,750,6548
Tripropionin,3.1.1.1,224308,150,6549
Tripropionin,3.1.1.1,224325,110,6550
Tropinone,1.1.1.206,4076,25.6,6551
Tropinone,1.1.1.236,4076,2.73,6552
Tropinone,1.1.1.206,270110,0.023,6553
Tryptamine,2.3.1.87,9940,30.4,6554
Tryptamine,2.1.1.49,9986,0.45,6555
Tryptophan,2.6.1.7,7159,4.716667,6556
Turanose,3.2.1.20,7460,16.3,6557
Turanose,3.2.1.20,55212,0.3833333,6558
Tyramine,1.4.9.2,511,91,6559
Tyramine,1.14.18.1,5341,25.9,6560
Tyrosine,2.6.1.7,7159,2.316667,6561
UDP,2.4.1.13,3916,0.85,6562
UDP,2.4.1.234,4102,89.6,6563
UDP,3.1.3.2,9606,79,6564
UDP,2.7.4.1,83333,0.1166667,6565
UDP,4.1.1.49,559292,0.55,6566
UDP-D-galactose,2.4.1.234,4102,61.2,6567
UDP-D-galactose,2.4.1.13,4113,0.001,6568
UDP-D-galactose,5.1.3.2,4513,21,6569
UDP-D-galactose,5.1.3.2,83333,160,6570
UDP-D-glucose,2.4.1.13,4113,142.8,6571
UDP-D-glucose,5.1.3.2,4513,11,6572
UDP-D-glucose,2.4.1.202,4577,22.7,6573
UDP-D-glucose,2.7.7.12,83333,24,6574
UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,1.3.1.98,83333,62,6575
UDP-N-acetyl-D-galactosamine,5.1.3.2,4513,0.12,6576
UDP-N-acetyl-D-glucosamine,2.4.1.13,4113,0.9,6577
UDP-N-acetyl-D-glucosamine,5.1.3.2,4513,0.07,6578
UDP-N-acetyl-D-glucosamine,2.4.1.255,9606,0.004833333,6579
UDP-N-acetyl-D-glucosamine,5.1.3.14,10116,0.332,6580
UDP-N-acetyl-D-glucosamine,2.4.1.227,83333,0.7166667,6581
UDP-N-acetyl-D-glucosamine,5.1.3.14,83333,7.1,6582
UDP-N-acetyl-D-glucosamine,5.1.3.14,83334,7.1,6583
UDP-N-acetyl-D-glucosamine,4.2.1.115,85962,0.095,6584
UDP-N-acetyl-D-glucosamine,2.5.1.7,158878,1.13,6585
UDP-N-acetyl-D-glucosamine,2.5.1.7,171101,0.78,6586
UDP-N-acetyl-D-glucosamine,1.1.1.136,208964,1.433333,6587
UDP-N-acetyl-D-glucosamine,5.1.3.14,267377,3.4,6588
UDP-N-acetyl-D-mannosamine,2.4.1.187,224308,13.91667,6589
UDP-N-acetyl-D-mannosamine,1.1.1.336,267377,0.4,6590
UDP-N-acetylgalactosamine,5.1.3.2,9606,26,6591
UDP-N-acetylgalactosamine,5.1.3.2,83333,0.003,6592
UDP-N-acetylmuramate,6.3.2.8,83333,11.68,6593
